EVTDESC13000_NEWS_LONG;일단 서구문명의 바람이 동쪽으로 불어오면, 동쪽의 모든 풀잎과 나무들은 서풍을 따릅니다. 최근 연안에서는 이양선이 모습을 드러내기 시작했습니다. 그 배는 신의 얼굴을 만질 수 있지 않을까 생각 정도로 무척 컸습니다. 처음에는 좀처럼 목격되지 않았지만, 현재은 점점 드물지 않게 목격할 수 있습니다. 보고받은 이양선의 외양은 이상하지만, 그 선원들의 문화 풍습은 더 이상합니다. 그러나 "유럽"이라는 미지의 세계에서 온 그들과 어떻게 마주해야할지, 정책을 결정할 시기에 접어든 것은 틀림없습니다.;Once the wind of Western civilization blows to the East, every blade of grass and every tree in the East follow what the Western wind brings. Off the coastlines of $COUNTRY$, strange ships have begun appearing. Strange ships, with masts so tall as to seem to touch the face of God. At first a curiosity, soon every so often -- increasing in intensity as gale grows to storm -- and tomorrow? Strange are those ships, and stranger still the customs they bring, but there can be no doubt that a policy must be adopted with regards to the foreigners from 'Europe'.;Once the wind of Western civilization blows to the East, every blade of grass and every tree in the East follow what the Western wind brings. Off the coastlines of $COUNTRY$, strange ships have begun appearing. Strange ships, with masts so tall as to seem to touch the face of God. At first a curiosity, soon every so often -- increasing in intensity as gale grows to storm -- and tomorrow? Strange are those ships, and stranger still the customs they bring, but there can be no doubt that a policy must be adopted with regards to the foreigners from 'Europe'.;;;;;;;;;;;;x;
EVTDESC13000_NEWS_MEDIUM;최근 연안에서 이양선이 모습을 드러내기 시작했습니다. 보고받은 이양선의 외양은 이상하지만, 그 선원들의 문화 풍습은 더 이상합니다. 그러나 이제 "유럽"에서 온 그들과 어떻게 마주해야할지, 정책을 결정할 시기입니다.;Off the coastlines of $COUNTRY$, strange ships have begun appearing. Strange are those ships, and stranger the customs they bring, but there can be no doubt that a policy must be adopted with regards to the foreigners from 'Europe'.;Off the coastlines of $COUNTRY$, strange ships have begun appearing. Strange are those ships, and stranger the customs they bring, but there can be no doubt that a policy must be adopted with regards to the foreigners from 'Europe'.;;;;;;;;;;;;x;
EVTDESC13000_NEWS_SHORT;최근 연안에서 등장하는 이양선의 외양은 이상하거니와, 그 선원들의 문화 풍습은 더 이상합니다. 그러나 이제 "유럽"에서 온 그들과 어떻게 마주해야할지, 정책을 결정할 시기입니다.;Strange are those ships, and stranger the customs they bring, but there can be no doubt that a policy must be adopted in $COUNTRY$ with regards to the foreigners from 'Europe'.;Strange are those ships, and stranger the customs they bring, but there can be no doubt that a policy must be adopted in $COUNTRY$ with regards to the foreigners from 'Europe'.;;;;;;;;;;;;x;
EVTDESC13100_NEWS_LONG;$COUNTRY$: "서양 오랑캐들의 행위는 분명 지나치다! 선교사 패거리들은 우리나라에 사교(사악한 가르침)을 전파하고 민중과 국가의 단결을 끊었으며, 문화와 풍습을 단절시키려 한다. 또한 아편을 사용하여 마음까지 더럽히려 한다." 외세배격운동이 한창인 $PROVINCENAME$에서 외국인에 대한 평가를 주민에게 물을 경우 십중팔구 들을 수 있는 대답입니다. 해로운 영향을 없애기 위해 $PROVINCENAME$의 외국 교역소를 철거할 것이며, 서양 오랑캐들은 더이상 백성들에게 거짓말과 독을 퍼뜨리지 못할 것입니다.;$COUNTRY$: The foreigners have gone too far! Their missionaries spread false teachings, subverting our people and our national unity, they break our customs, and their opium clouds our minds. At least that is the message you will get if you ask the people in $PROVINCENAME$ where anti-foreign sentiments have been running high in the past months. Foreign trading post will be removed from $PROVINCENAME$ to discard the harmful influence, and they will not be allowed to return spread their lies and their poisons among the local population.;;;;;;;;;;;;x;
EVTDESC13100_NEWS_MEDIUM;$COUNTRY$: "서양 오랑캐들의 행위는 분명 지나치다! 선교사 패거리들은 우리나라에 사교(사악한 가르침)을 전파하고 민중과 국가의 단결을 끊었으며, 문화와 풍습을 단절시키려 한다. 또한 아편을 사용하여 마음까지 더럽히려 한다." $PROVINCENAME$의 반외세 정서가 크게 상승했습니다.;$COUNTRY$: The foreigners have gone too far! Their missionaries spread false teachings, subverting our people and our national unity, they break our customs, and their opium clouds our minds. Anti-foreign sentiments have been running high in $PROVINCENAME$.;;;;;;;;;;;;x;
EVTDESC13100_NEWS_SHORT;"서양 오랑캐들의 행위는 분명 지나치다! 문화와 풍습을 단절시키려 하며 아편을 사용하여 마음까지 더럽히려 한다. $PROVINCENAME$의 반외세 정서가 크게 상승했습니다.;$COUNTRY$: $COUNTRY$: The foreigners have gone too far! They break our customs, and their opium clouds our minds. Anti-foreign sentiments have been running high in $PROVINCENAME$.;;;;;;;;;;;;x;
EVTDESC13120_NEWS_LONG;새로 고용한 궁정 가정교사가 일을 꽤 잘 해내고 있는 것 같으면서도 주변에 다소 이상한 생각들을 소개하고 있습니다. 예를 들어 '모든 인류는 평등하게 태어났다'던지 '예부터 이어져온 노예제를 폐지해야 한다' 같은 위험한 사상을 퍼트려왔습니다. 수세기 동안 노예제도에 익숙했던 지역 주민들에게는 위험하게 들릴지도 모릅니다...;The European governess hired to educate the court in $COUNTRY$ seems to be doing fairly well at her job, but she has been introducing some rather strange ideas around the place. For instance, she has been throwing around, in quite harsh language, the idea that all men are created equal, and that $COUNTRY$ should abolish the time-honored institution of slavery. For the locals accustomed to slavery for centuries this might sound like dangerous stuff...;;;;;;;;;;;;x;
EVTDESC13120_NEWS_MEDIUM;새로 고용한 궁정 가정교사가 일을 꽤 잘 해내고 있는 것 같으면서도 주변에 다소 이상한 생각들을 소개하고 있습니다. 예를 들어 '모든 인류는 평등하게 태어났다'는 말을 퍼트려왔습니다.;The European governess hired to educate the court in $COUNTRY$ seems to be doing fairly well at her job, but she has been introducing some rather strange ideas. For instance, she has been throwing around, in quite harsh language, the idea that all men are created equal.;;;;;;;;;;;;x;
EVTDESC13120_NEWS_SHORT;새로 고용한 궁정 가정교사가 일을 꽤 잘 해내고 있는 것 같으면서도 주변에 다소 이상한 생각들을 소개하고 있습니다.;The European governess hired to educate the court in $COUNTRY$ seems to be doing fairly well at her job, but she has been introducing some rather strange ideas around the place.;;;;;;;;;;;;x;
EVTDESC13230_NEWS_LONG;$COUNTRY$: 외국인 대사가 $PROVINCENAME$ 거리를 혼자 배회하는 행위가 얼마나 위험한 행동인지는 공사관 거주지에 주재하는 각국 대사들이야말로 공감하는 사실입니다. 공사관 거주지의 경비대가 새벽 오전 4시 외국 대사의 시신을 발견했다고 보고해왔습니다. 현장의 모습을 보아 아무래도 강도에게 습격당한 것 같았습니다. 이에 대해 각국 외교관들은 우리나라가 보호의무를 충분히 수행하지 않았다고 항의했습니다. 지도부는 공식 사과를 하더라도 이 문제를 가라앉히지 못하지는 않을까 두려워했습니다. 무엇보다 사과 이상의 무언가를 보여줘야 할 경우나, 혹은 더 확실한 무언가를 해야 할 경우에는...;$COUNTRY$: Wandering alone in the streets of $PROVINCENAME$ can be a dangerous thing, as a foreign ambassador in the Legation Quarter recently found out. Guards report having found him dead at 4 a.m. in the morning, apparently the victim of a robbery, however the foreigners accuse the local authorities of having failed in their supposed responsibility to protect their diplomats. The local authorities fear that even a formal apology will not be enough to placate them, however, something more tangible might...;;;;;;;;;;;;x;
EVTDESC13230_NEWS_MEDIUM;$COUNTRY$: 혼자 $PROVINCENAME$ 거리를 배회하는 행위의 위험성은 공사관 거주지에 주재하는 각국 대사들이야말로 공감하는 사실입니다. 공사관 거주지의 경비대가 새벽 오전 4시 외국 대사의 시신을 발견했다고 보고해왔습니다.;Wandering alone in the streets of $PROVINCENAME$ can be a dangerous thing, as a foreign ambassador in the Legation Quarter recently found out. Guards report having found him dead at 4 a.m. in the morning, apparently the victim of a robbery.;$COUNTRY$: Wandering alone in the streets of $PROVINCENAME$ can be a dangerous thing, as a foreign ambassador in the Legation Quarter recently found out. Guards report having found him dead at 4 a.m. in the morning, apparently the victim of a robbery.;;;;;;;;;;;;x;
EVTDESC13230_NEWS_SHORT;$COUNTRY$: 혼자 $PROVINCENAME$ 거리를 배회하는 행위는 위험합니다. 아니나다를까 공사관 거주지의 경비대가 새벽 오전 4시 외국 대사의 시신을 발견했다고 보고해왔습니다.;$COUNTRY$: Wandering alone in the streets can be a dangerous thing, as a foreign ambassador found out. Guards report having found him dead at 4 a.m. in the morning, the victim of a robbery.;;;;;;;;;;;;x;
EVTDESC13270_NEWS_LONG;18세기 후반부터 $FROMCOUNTRY$과(와) 강대국 간의 무역마찰 문제가 계속 피어오르고 있었습니다. $YEAR$년 $MONTH$월, 아편 판매금지 철폐를 포함해 완전한 자유무역을 추구했던 $COUNTRY$의 요청을 $FROMCOUNTRY$ 정부가 거부함으로써 그 긴장이 마침내 정점에 도달했습니다. 이미 대립정책을 공고히 한 $COUNTRY$ 정부에게는 선전포고 이외의 선택지가 없었습니다. 이렇게 $COUNTRY$ - $FROMCOUNTRY$ 아편전쟁이 발발했습니다.;The trade disputes between $FROMCOUNTRY$ and the Great Powers had been on-going since the latter half of the 18th century. Tensions finally escalated to the boiling point in $MONTH$ of $YEAR$, when $FROMCOUNTRY$ officials had repeatedly turned down $COUNTRY$ requests for unlimited trade access, including a lifting of the ban on the sale of opium. The $COUNTRY$ government, already deeply invested in a policy of confrontation, found itself with no options but to declare war, thus, the $COUNTRY$-$FROMCOUNTRY$ Opium War begun.;;;;;;;;;;;;x;
EVTDESC13270_NEWS_MEDIUM;$FROMCOUNTRY$과(와) 강대국 간의 무역마찰 문제가 계속 피어오르고 있었습니다. 대립정책을 공고히 한 $COUNTRY$ 정부에게는 선전포고 이외의 선택지가 없었습니다. 이렇게 $COUNTRY$ - $FROMCOUNTRY$ 아편전쟁이 발발했습니다.;The trade disputes between $FROMCOUNTRY$ and the Great Powers went on for a while. The $COUNTRY$ government, already invested in a policy of confrontation, found itself with no options but to declare war, thus, the $COUNTRY$-$FROMCOUNTRY$ Opium War begun.;;;;;;;;;;;;x;
EVTDESC13270_NEWS_SHORT;$FROMCOUNTRY$과(와) 강대국 간의 무역마찰 문제가 $YEAR$년 $MONTH$월 정점을 찍었습니다. 이렇게 $COUNTRY$ - $FROMCOUNTRY$ 아편전쟁이 발발했습니다.;The trade disputes between $FROMCOUNTRY$ and the Great Powers finally escalated to the boiling point in $MONTH$ of $YEAR$. The $COUNTRY$-$FROMCOUNTRY$ Opium War begun.;;;;;;;;;;;;x;
EVTDESC13355_NEWS_LONG;원명원은 중국 베이징 북서쪽에 있는 복합정원입니다. 18~19세기 초에 걸쳐 지어진 이 정원은 청 황제의 거주지 역할을 했습니다. 이 궁전이야말로 중국 문화의 정점을 나타내는 금자탑이라 말할 수 있습니다. 그런데 오늘 베이징을 점령한 $FROMCOUNTRY$ 병사가 궁전에 불을 질러 전소시켰다는 소식이 도착했습니다. 이 문화유산에 대한 만행에 관한 소식은 신물을 통해 세계 곳곳에서 전해졌고, 소식을 들은 모든 나라가 한결같이 그 손실을 한탄했습니다.;The Old Summer Palace, known in Chinese as the Gardens of Perfect Brightness, is a complex of gardens northwest of the Imperial City in Beijing, China. This massive garden and palace complex was built during the 18th and early 19th centuries, and has for a long time functioned as a place of residence and office for the Qing Emperors. Today, we received news that $FROMCOUNTRY$ soldiers occupying Beijing have burnt the palace to the ground. A whole nation mourns as news of this barbarous act of culturcide spread throughout China, and the world.;;;;;;;;;;;;x;
EVTDESC13355_NEWS_MEDIUM;베이징을 점령한 $FROMCOUNTRY$ 병사가 원명원에 불을 질러 전소시켰다는 소식이 도착했습니다. 이 문화유산에 대한 만행에 관한 소식은 신물을 통해 세계 곳곳에서 전해졌고, 소식을 들은 모든 나라가 한결같이 그 손실을 한탄했습니다.;We received news that $FROMCOUNTRY$ soldiers occupying Beijing have burnt to the ground the Old Summer Palace, known in Chinese as the Gardens of Perfect Brightness. A whole nation mourns as news of this barbarous act of culturcide spread throughout China, and the world.;;;;;;;;;;;;x;
EVTDESC13355_NEWS_SHORT;베이징을 점령한 $FROMCOUNTRY$ 병사가 원명원에 불을 질러 전소시켰다는 소식이 도착했습니다.;We received news today that $FROMCOUNTRY$ soldiers occupying Beijing have burnt to the ground the Old Summer Palace, known in Chinese as the Gardens of Perfect Brightness.;We received news today that $FROMCOUNTRY$ soldiers occupying Beijing have burnt to the ground the Old Summer Palace, known in Chinese as the Gardens of Perfect Brightness.;;;;;;;;;;;;x;
EVTDESC13356_NEWS_LONG;의화단은 유럽 강대국들의 아시아를 향한 세력 팽창이 중국의 독립을 위협한다고 여기는 중국의 비밀결사입니다. 이들은 중국의 독립을 회복한다는 구실로 중국에서 활동하던 유럽인 선교사와 상인들을 학살했습니다. 또한 자신들과 조우한 유럽인뿐만 아니라 기독교로 개종한 중국인까지도 무자비하게 학살했습니다. 청국 정부가 이처럼 극악무도한 단체와 무관하다고는 주장하나, 일부에서는 청국 정부가 뒤에서 지원한다는 소문이 흐르고 있습니다.;The Righteous Society of Harmonious fists, known colloquially as 'Boxers' - a Chinese movement dedicated to restoring the Chinese independence in face of European expansion in Asia - have carried out massacres on European missionaries and traders in China. Along with Europeans unfortunate enough to come in their path, several Chinese Christian converts have also been brutally slaughtered. The Chinese government appears unconcerned with these atrocities, and some rumors claim that the Imperial Qing government is even lending its tacit support to the movement.;The Righteous Society of Harmonious fists, known colloquially as 'Boxers' - a Chinese movement dedicated to restoring the Chinese independence in face of European expansion in Asia - have carried out massacres on European missionaries and traders in China. Along with Europeans unfortunate enough to come in their path, several Chinese Christian converts have also been brutally slaughtered. The Chinese government appears unconcerned with these atrocities, and some rumors claim that the Imperial Qing government is even lending its tacit support to the movement.;;;;;;;;;;;;x;
EVTDESC13356_NEWS_MEDIUM;의화단이 중국 내의 유럽인 선교사와 상인들에 더해 기독교로 개종한 중국인까지 무자비하게 학살했습니다.;The Righteous Society of Harmonious Fists, known as 'Boxers' have carried out massacres on European missionaries and traders in China. Along with Europeans unfortunate enough to come in their path, several Chinese Christian converts have also been brutally slaughtered.;;;;;;;;;;;;x;
EVTDESC13356_NEWS_SHORT;의화단이 유럽인 선교사, 상인, 중국인 기독교도들을 무자비하게 학살했습니다.;Boxers' have carried out massacres on European missionaries and traders in China. Along with Europeans, several Chinese Christian converts have also been brutally slaughtered.;;;;;;;;;;;;x;
EVTDESC13358_NEWS_LONG;'실권원리'는 영국의 인도 번국에 관한 영국의 정책으로, 통치자가 후계자가 없이 죽거나 '무능력자'로 판명될 경우 즉시 영국 동인도회사가 합병할 수 있음을 명시했습니다. 이 원리는 1858년 영국이 인도를 직접통치하기 시작하면서 폐지했습니다. 동인도회사는 오늘 $FROMCOUNTRY$에 만연한 비극적인 상황을 이유로 들어 그 나라의 독립이 무효라 선언했습니다.;The Doctrine of Lapse' was a British policy regarding Britain's Indian subject nations, the Princely States, that stated that any such nation could be immediately annexed by the British East India company if the ruler died without a direct heir, or if the ruler was found 'manifestly incompetent'. The doctrine was repudiated with the Establishment of the British Raj in 1858. Due to the tragic state of affairs that pervades the government of $FROMCOUNTRY$, the East India Company today declared that country's independence null and void.;The Doctrine of Lapse' was a British policy regarding Britain's Indian subject nations, the Princely States, that stated that any such nation could be immediately annexed by the British East India company if the ruler died without a direct heir, or if the ruler was found 'manifestly incompetent'. The doctrine was repudiated with the Establishment of the British Raj in 1858. Due to the tragic state of affairs that pervades the government of $FROMCOUNTRY$, the East India Company today declared that country's independence null and void.;;;;;;;;;;;;x;
EVTDESC13358_NEWS_MEDIUM;'실권원리'는 문제가 생긴 인도 번국을 영국 동인도회사가 합병할 수 있음을 명시한 정책입니다. 동인도회사는 오늘 $FROMCOUNTRY$에 만연한 비극적인 상황을 이유로 들어 그 나라의 독립이 무효라 선언했습니다.;The Doctrine of Lapse' was a British policy allowing to annex Britain's Indian subject nations. Due to the tragic state of affairs that pervades the government of $FROMCOUNTRY$, the East India Company today declared that country's independence null and void.;;;;;;;;;;;;x;
EVTDESC13358_NEWS_SHORT;동인도회사가 오늘 $FROMCOUNTRY$에 만연한 비극적인 상황을 이유로 들어 그 나라의 독립이 무효라 선언했습니다.;Due to the tragic state of affairs that pervades the government of $FROMCOUNTRY$, the East India Company today declared that country's independence null and void.;;;;;;;;;;;;x;
westernize_nation_desc_NEWS_LONG;$COUNTRY$은(는) 근대성과 서구세계의 지적 공격을 받고 있습니다. 선진 기술, 산업, 군사 이론의 분야에서, 오래된 전통과 제도는 더 이상 예전처럼 우리를 섬기지 않습니다. 우리가 돌아다니는 곳마다 서구의 영향력이 국가와 주민들의 영혼에 들불처럼 퍼집니다. 만약 우리가 항상 존재했던 그대로 남고 완전히 다른 것이 되지 않으려면, 지금이 바로 우리 자신의 운명을 지배할 때입니다. 우리의 지식인 지도자들은 서구의 리바이어던에게 대세를 역전시킬 유일한 방법은 손자가 말한 바와 같이 함께 수영하는 것이라는 것이 명백해졌습니다. 바람 앞에 굽이치는 갈대도 일종의 저항력을 제공합니다.;$COUNTRY$ is under intellectual assault by modernity of Western World. The old traditions no longer serve as they used to. Western influences spread like wildfire. If the locals are to remain what they always have been, and not become something else entirely, now is the time to assume control of their own destiny. It has become apparent to the leading members of the intellectual elite, that the only way to turn the tide on the Western Leviathan is to swim with it, for, as Sun Tzu says: The reed that bends before the wind, also offers a form of resistance.;;$COUNTRY$ befindet sich unter dem intellektuellen Ansturm der modernen, westlichen Welt. Alte Traditionen verlieren ihren Einfluss und westliche Eindr쬦ke verbreiten sich rasend. Wenn die Einwohner ihre Kultur erhalten wollen, so m쬦sen sie die Kontrolle 쬦er ihr Schicksal zur쬦kerlangen. F쬦rende Mitglieder der intellektuellen Elite erkennen, dass ihre beste Chance darin besteht, mit dem westlichen Leviathan mitzuschwimmen. Wie Sun Tzu schon sagte: Das Schilf biegt sich im Winde, aber es bricht nicht.;;;;;;;;;;;x;;;;;;;;;;;;;;;;
westernize_nation_desc_NEWS_MEDIUM;$COUNTRY$은(는) 근대성과 서구세계의 지적 공격을 받고 있습니다. 오래된 전통과 제도는 더 이상 예전처럼 우리를 섬기지 않습니다. 서구의 리바이어던에게 대세를 역전시킬 유일한 방법은 그들과 함께 수영하는 것이라는 것이 명백해졌습니다.;$COUNTRY$ is under intellectual assault by the modernity of Western World. The old traditions no longer serve as they used to. Western influences spread like wildfire. The only way to turn the tide on the Western Leviathan is to swim with it.;;$COUNTRY$ befindet sich unter dem intellektuellen Ansturm der modernen, westlichen Welt. Alte Traditionen verlieren ihren Einfluss und westliche Eindr쬦ke verbreiten sich rasend. Die beste Chance besteht darin, mit dem westlichen Leviathan mitzuschwimmen. ;;;;;;;;;;;x;;;;;;;;;;;;;;;;
westernize_nation_desc_NEWS_SHORT;$COUNTRY$은(는) 근대성과 서구세계의 지적 공격을 받고 있습니다. 서구의 리바이어던에게 대세를 역전시킬 유일한 방법은 그들과 함께 수영하는 것이라는 것이 명백해졌습니다.;$COUNTRY$ is under intellectual assault by the modernity of Western World. The only way to turn the tide on the Western Leviathan is to swim with it.;;$COUNTRY$ befindet sich unter dem intellektuellen Ansturm der modernen, westlichen Welt. Die beste Chance besteht darin, mit dem westlichen Leviathan mitzuschwimmen. ;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EVTDESC19500_NEWS_LONG;며칠 전 우리 정찰대가 부시먼강 근처에서 연기가 피어오르는 마차의 잔해를 발견했습니다. 잔해의 모습은 분명히 마차가 공격을 받았음을 암시하는 듯 했습니다. 또한 현장에는 여러명의 보어인 남녀와 아이들의 시체도 함께 있었습니다. 현장에 떨어진 창의 끝을 보니 도깨비같은 줄루족의 짓이 분명합니다. 보어인 개척자들을 위한 대응으로써 줄루족에 대한 군사적 개입이 필요할 수도 있습니다.;The smouldering remains of a Voortrekker wagon train were discovered by scouts near the Bushman river a few days ago. In the devastation left after what must obviously have been an attack, they have found the remains of several Afrikaaner men, women and children. Spearheads left at the site tell a clear tale. It appears as if the Impis of the Zulu, to the South-east, are behind the massacre. A military intervention against the tribe might be necessary as a response to this new threat against the Voortrekker pioneers.;;;;;;;;;;;;x;
EVTDESC19500_NEWS_MEDIUM;며칠 전 우리 정찰대가 부시먼강 근처에서 연기가 피어오르는 마차의 잔해를 발견했습니다. 또한 현장에는 여러명의 보어인 남녀와 아이들의 시체도 함께 있었습니다. 현장에 떨어진 창의 끝을 보니 도깨비같은 줄루족의 짓이 분명합니다.;The smouldering remains of a Voortrekker wagon train were discovered by scouts near the Bushman river a few days ago. They have found the remains of several Afrikaaner men, women and children. Spearheads left at the site tell a clear tale. The Zulu are behind the massacre.;;;;;;;;;;;;x;
EVTDESC19500_NEWS_SHORT;우리 정찰대가 부시먼강 근처에서 연기가 피어오르는 마차의 잔해를 발견했습니다. 현장에 떨어진 창의 끝을 보니 도깨비같은 줄루족의 짓이 분명합니다.;The smouldering remains of a Voortrekker wagon train were discovered by scouts near the Bushman river. Spearheads left at the site tell a clear tale. The Zulu are behind the massacre.;;;;;;;;;;;;x;
EVTDESC19501_NEWS_LONG;많은 이민자가 케이프 식민지를 통해 위트워터스랜드산맥 기슭에 탄생한 새로운 도시 "요하네스버그"로 이주하려 합니다. 요하네스버그에서 금광을 발견했다는 소식이 든 이후 골드러시가 일어났습니다. 그러나 이 지역에 다수의 외국인 이민자가 유입되는 바람에 국경 분쟁이 일어나기 시작했습니다. 이 분쟁을 이용하면 귀찮은 변방의 독립을 끝내버릴 절호의 기회를 얻을지도 모릅니다.;Migrants have been moving in large numbers through the colony on the Cape, on their way to the newly incorporated town of 'Johannesburg', on the edge of the Witwatersrand mountains, where a major gold rush is taking place. Local ancient river deltas hold unimaginable amounts of gold deposits, washed down from surrounding gold-rich greenstone belts to the north and west. The massive influx of foreign residents to the area is causing trouble along the borders, and this might become a threat to the independence of these fringe states.;Migrants have been moving in large numbers through the colony on the Cape, on their way to the newly incorporated town of 'Johannesburg', on the edge of the Witwatersrand mountains, where a major gold rush is taking place. Local ancient river deltas hold unimaginable amounts of gold deposits, washed down from surrounding gold-rich greenstone belts to the north and west. The massive influx of foreign residents to the area is causing trouble along the borders, and this might become a threat to the independence of these fringe states.;;;;;;;;;;;;x;
EVTDESC19501_NEWS_MEDIUM;대규모 골드러시가 벌어진 위트워터스랜드산맥 기슭에 탄생한 새로운 도시 "요하네스버그"로 많은 이주민이 몰려들었습니다. 이 지역에 다수의 외국인 이민자가 유입되는 바람에 국경 분쟁이 일어나기 시작했습니다.;Migrants have been moving in large numbers on their way to the newly incorporated town of 'Johannesburg', in the Witwatersrand mountains, where a major gold rush is taking place. The massive influx of foreign residents might become a threat to the independence of the fringe states.;;;;;;;;;;;;x;
EVTDESC19501_NEWS_SHORT;대규모 골드러시가 벌어진 위트워터스랜드산맥 기슭에 탄생한 새로운 도시 "요하네스버그"로 많은 이주민이 몰려들었습니다.;Migrants have been moving in large numbers through the colony on the Cape, on their way to the newly incorporated town of 'Johannesburg', , where a major gold rush is taking place.;;;;;;;;;;;;x;
EVTDESC22500_NEWS_LONG;오늘 $CAPITAL$ 금융지구 투기 거품이 꺼지면서 충격에 흔들렸습니다. 오래전부터 일부 분석가들이 소비를 초과하는 인플레이션의 영향으로 인해 가격이 비정상적으로 높아질 것이라 경고해왔지만 투자자들은 애써 무시해왔고, 이는 부동산 가격 폭등 등의 부메랑으로 되돌아왔습니다. 정부에서는 은행에서 통화 규제늘 늘리라거나, 이 '탐욕적 자본주의의 실패'를 종식해야 한다고 주장하는 이들이 등장했습니다.;A bleak day today for $COUNTRY$, as $CAPITAL$'s financial district reels from the shock of a burst speculation bubble. Real estate prices have been soaring for the past year and a half, and while some analysts have warned for quite some time that the prices have been artificially high , the matadors of the bull market have left any such warnings unheeded. In government circles, cries for increased bank and currency regulations are being heard, calling for an end to what is referred to as 'the failures of dog-eat-dog capitalism'.;;;;;;;;;;;;x;
EVTDESC22500_NEWS_MEDIUM;오늘 $CAPITAL$ 금융지구 투기 거품이 꺼지면서 충격에 흔들렸습니다. 정부에서는 은행에서 통화 규제를 확대하라거나, 이 '탐욕적 자본주의의 실패'를 종식해야 한다고 주장하는 이들이 등장했습니다.;A bleak day today for $COUNTRY$, as $CAPITAL$'s financial district reels from the shock of a burst speculation bubble. In government circles, cries for increased bank and currency regulations are being heard, calling for an end to the 'the failures of dog-eat-dog capitalism'.;;;;;;;;;;;;x;
EVTDESC22500_NEWS_SHORT;오늘 $CAPITAL$ 금융지구 투기 거품이 꺼지면서 충격에 흔들렸습니다. 정부에서는 은행에서 통화 규제를 확대하라는 요구가 이어지고 있습니다.;,A bleak day today for $COUNTRY$, as $CAPITAL$'s financial district reels from the shock of a burst speculation bubble. In government circles, cries for increased regulations are being heard.;;;;;;;;;;;;x;
EVTDESC22510_NEWS_LONG;$CAPITAL$ 주식시장의 주가 대폭락은 엄청난 영향을 끼쳤습니다. 저축자의 금융의 신용 하락에 기인한 대규모 소요가 일어났습니다. 시민들은 앞다퉈 생존을 위해 저금을 확보하려 했지만, 많은 은행과 금융기관은 이를 저지했습니다. 이는 도미노처럼 $COUNTRY$ 금융부문 전체에 악영향을 초래했습니다. 폭락의 파장은 민간기업들을 넘어 다른 업종에도 영향을 줬습니다. 대출금이나 체납됐던 대출들은 표면상 흔적도 없이 사라졌습니다. 업종을 가리지 않고 수많은 기업이 도산하면서 하루아침에 길거리가 실업자로 가득 찼습니다. 서방국가의 경제상호관계로 인해 공황은 다른 국가에도 재빠르게 퍼졌고, 급락의 영향이 마침내 전세계에 퍼졌습니다. 후세에는 '$YEAR$년 대공황'이라 알려질 것입니다.;A major crash on the $CAPITAL$ stock market has devolved into something much worse entirely, following massive bank runs triggered by plummeting saver's confidence in the banking sector. Widespread unemployment, caused by entire sectors of industry failing almost overnight, soon follow. With the intertwining of the economies of the western world, the crisis quickly spreads to other countries, and the effects of the crash now reverberate around the world, in what will be known to posterity as: The $YEAR$ Great Depression.;;;;;;;;;;;;x;
EVTDESC22510_NEWS_MEDIUM;은행업계에 대한 저축자의 신용 하락에 기인한 대규모 소요에 이어 주식시장이 큰 폭의 폭락을 겪자 훨씬 대심각한 상황에 치달았습니다. 하룻방 사이에 거의 모든 산업이 피해를 입었고, 이로 인해 엄청난 수의 실업자가 거리를 채웠습니다.;A major crash on the $CAPITAL$ stock market has devolved into something much worse, following massive bank runs triggered by plummeting saver's confidence in the banking sector. Widespread unemployment, caused by entire sectors of industry failing almost overnight, soon follow.;;;;;;;;;;;;x;
EVTDESC22510_NEWS_SHORT;은행업계에 대한 저축자의 신용 하락에 기인한 대규모 소요에 이어 주식시장이 큰 폭의 폭락을 겪자 훨씬 대심각한 상황에 치달았습니다.;A major crash on the $CAPITAL$ stock market has devolved into something much worse, following massive bank runs triggered by plummeting saver's confidence in the banking sector.;;;;;;;;;;;;x;
EVTDESC23203_NEWS_LONG;$COUNTRY$ 탐험가들은 나일강의 근원을 지도에 옮기는데 성공했으며, 이로써 위대한 우리나라에 영광과 명성을 가져다주었습니다! 혹독한 기후에 더해 지역 부족들과도 싸워야 했으며 병과 탈진에 고통받았음에도 강둑을 따라 지칠 줄 모르고 앞으로 나아간 그들은 마침내 전설적인 강의 원천에 도달했습니다. 그들의 여행기가 출판되면서 탐험대를 조직한 우리나라에도 큰 영예를 안겨주었습니다.;$COUNTRY$ explorers have mapped out the source of the Nile, and have brought glory and prestige to this great country! Fighting the harsh climate and local tribes, pushing forward tirelessly along the river banks despite sickness and exhaustion plaguing their endeavour, they eventually managed to reach a large body of water which they claim to be the source of this legendary river. A detailed account of their journey was published and is believed to be the first in the western world, bestowing a great honor on the country which organised the expedition.;;;;;;;;;;;;x;
